Input_A1_001,Input_A1_002,Input_A1_003,Input_A1_004,Input_A1_005,Input_A1_006,Input_A1_007,Input_A1_008,Input_A1_009,Input_A1_010,Input_A1_011,Input_A1_012,Input_A1_013,Input_A1_014,Input_A1_015,Input_A1_016,Input_A1_017,Input_A1_018,Input_A1_019,Input_A1_020,Input_A1_021,Input_A1_022,Input_A1_023,Input_A1_024,Input_A2_001,Input_A2_002,Input_A2_003,Input_A2_004,Input_A2_005,Input_A2_006,Input_A2_007,Input_A2_008,Input_A2_009,Input_A2_010,Input_A2_011,Input_A2_012,Input_A2_013,Input_A2_014,Input_A2_015,Input_A2_016,Input_A2_017,Input_A2_018,Input_A2_019,Input_A2_020,Input_A2_021,Input_A2_022,Input_A2_023,Input_A2_024,Input_A3_001,Input_A3_002,Input_A3_003,Input_A3_004,Input_A3_005,Input_A3_006,Input_A3_007,Input_A3_008,Input_A3_009,Input_A3_010,Input_A3_011,Input_A3_012,Input_A3_013,Input_A3_014,Input_A3_015,Input_A3_016,Input_A3_017,Input_A3_018,Input_A3_019,Input_A3_020,Input_A3_021,Input_A3_022,Input_A3_023,Input_A3_024,Input_A4_001,Input_A4_002,Input_A4_003,Input_A4_004,Input_A4_005,Input_A4_006,Input_A4_007,Input_A4_008,Input_A4_009,Input_A4_010,Input_A4_011,Input_A4_012,Input_A4_013,Input_A4_014,Input_A4_015,Input_A4_016,Input_A4_017,Input_A4_018,Input_A4_019,Input_A4_020,Input_A4_021,Input_A4_022,Input_A4_023,Input_A4_024,Input_A5_001,Input_A5_002,Input_A5_003,Input_A5_004,Input_A5_005,Input_A5_006,Input_A5_007,Input_A5_008,Input_A5_009,Input_A5_010,Input_A5_011,Input_A5_012,Input_A5_013,Input_A5_014,Input_A5_015,Input_A5_016,Input_A5_017,Input_A5_018,Input_A5_019,Input_A5_020,Input_A5_021,Input_A5_022,Input_A5_023,Input_A5_024,Input_A6_001,Input_A6_002,Input_A6_003,Input_A6_004,Input_A6_005,Input_A6_006,Input_A6_007,Input_A6_008,Input_A6_009,Input_A6_010,Input_A6_011,Input_A6_012,Input_A6_013,Input_A6_014,Input_A6_015,Input_A6_016,Input_A6_017,Input_A6_018,Input_A6_019,Input_A6_020,Input_A6_021,Input_A6_022,Input_A6_023,Input_A6_024,Input_C_001,Input_C_002,Input_C_003,Input_C_004,Input_C_005,Input_C_006,Input_C_007,Input_C_008,Input_C_009,Input_C_010,Input_C_011,Input_C_012,Input_C_013,Input_C_014,Input_C_039,Input_C_040,Input_C_041,Input_C_042,Input_C_043,Input_C_044,Input_C_045,Input_C_046,Input_C_047,Input_C_048,Input_C_049,Input_C_050,Input_C_051,Input_C_052,Input_C_053,Input_C_054,Input_C_055,Input_C_056,Input_C_057,Input_C_058,Input_C_059,Input_C_060,Input_C_061,Input_C_062,Input_C_083,Input_C_084,Input_C_085,Input_C_086,Input_C_087,Input_C_088,Input_C_089,Input_C_090,Input_C_091,Input_C_092,Input_C_093,Input_C_094,Input_C_095,Input_C_096,Input_C_097,Input_C_098,Input_C_099,Input_C_100,Input_C_101,Input_C_102,Input_C_103,Input_C_104,Input_C_105,Input_C_106,Input_C_107,Input_C_108,Input_C_109,Input_C_110,Input_C_111,Input_C_112,Input_C_113,Input_C_114,Input_C_115,Input_C_116,Input_C_117,Input_C_118,Input_C_119,Input_C_120,Input_C_121,Input_C_122,Input_C_123,Input_C_124,Input_C_125,Input_C_126,Input_C_127,Input_C_128,Input_C_129,Input_C_130,Input_C_131,Input_C_132,Input_C_133,Input_C_134,Input_C_135,Input_C_136,Input_C_137,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6
0.09,0.07,0.04,0.02,0.0,0.004,0.022000000000000002,0.002,0.003,0.002,0.01,0.005,0.008,0.008,-0.02,-0.02,-0.02,-0.02,-0.02,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.002,0.018000000000000002,0.002,0.003,0.002,0.008,0.003,0.004,0.002,-0.03,-0.01,-0.01,-0.02,-0.02,0.2,0.5,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.016,0.02,0.002,0.004,0.002,0.01,0.004,0.006,0.002,-0.03,-0.02,-0.01,-0.01,-0.02,0.2,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.03,0.004,0.02,0.002,0.002,0.002,0.008,0.005,0.006,0.004,0.02,-0.03,-0.01,-0.02,-0.01,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.002,0.005,0.002,0.008,0.004,0.008,0.006,0.01,-0.01,-0.02,-0.02,-0.03,0.2,0.6,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.012,0.01,0.002,0.004,0.002,0.006,0.003,0.006,0.006,-0.01,-0.02,-0.01,-0.03,-0.03,0.2,0.6,0.02,0.02,0.02,3.8,0.04,0.04,0.0,0.0,0,0.0,3.0,0.04,0.02,0.003,0.0005,0.005,0.005,0.0011,0.0011,0.0012,0.0013,0.001,0.0011,0.0011,0.0009,0.001,0.0008,0.0005,0.0011,0.0011,0.0012,0.0013,0.001,0.0011,0.0011,0.0009,0.001,0.0008,0.0005,834.0,834.0,2.5,0.04,0.015,0.004,0.005,0.004,0.004,0.003,0.005,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.05,0.03,0.01,0.02,0.01,0.02,0.04,0.01,0.05,0.03,0.03,0.01,0.05,0.02,0.01,0.03,0.03,0,-0.003,-0.005,0.04,1.0,2.0,3.45,3.258,3.778,4.495,3.9219999999999997,4.225
0.0,0.0,0.02,0.03,0.08,0.01,0.012,0.002,0.005,0.002,0.008,0.005,0.008,0.008,0.03,-0.03,-0.02,-0.02,-0.03,0.1,0.542,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.08,0.002,0.016,0.002,0.004,0.002,0.01,0.005,0.006,0.006,-0.01,-0.02,-0.02,-0.01,-0.02,0.2,0.521,0.01,0.01,0.01,0.0,0.0,0.02,0.04,0.09,0.01,0.013999999999999999,0.002,0.004,0.002,0.01,0.003,0.008,0.006,0.02,-0.02,-0.03,-0.02,-0.02,0.1,0.498,0.03,0.03,0.03,0.0,0.0,0.03,0.07,0.14,0.008,0.01,0.002,0.004,0.002,0.006,0.005,0.004,0.004,-0.02,-0.03,-0.02,-0.02,-0.02,0.8,0.534,0.04,0.04,0.04,0.0,0.0,0.03,0.05,0.1,0.002,0.016,0.002,0.005,0.002,0.01,0.004,0.006,0.006,0.01,-0.02,-0.01,-0.02,-0.01,0.1,0.551,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.09,0.002,0.01,0.002,0.004,0.002,0.01,0.004,0.004,0.008,0.03,-0.03,-0.02,-0.02,-0.02,0.1,0.542,0.01,0.01,0.01,3.5,0.04,0.04,0.0,0.0,0,0.002,2.5,0.04,0.02,0.003,0.004,0.005,0.006,0.0011,0.0008,0.0011,0.0013,0.0012,0.0012,0.0013,0.0011,0.001,0.0008,0.0006,0.0011,0.0008,0.0011,0.0013,0.0012,0.0012,0.0013,0.0011,0.001,0.0008,0.0006,834.0,834.0,2.5,0.04,0.025,0.003,0.005,0.003,0.004,0.004,0.004,0.0,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.02,15.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.05,0.01,0.03,0.03,0.05,0.01,0.01,0.03,0.04,0.01,0.05,0.03,0.05,0.04,0.02,0.03,0.05,0.04,0,0.005,0.006,0.04,1.0,2.0,4.588,3.2460000000000004,4.209,4.19,4.703,4.12
0.0,0.0,0.0,0.02,0.04,0.002,0.006999999999999999,0.002,0.005,0.002,0.01,0.005,0.008,0.008,0.0,-0.02,-0.02,-0.02,-0.03,1.2,0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.006,0.01,0.002,0.004,0.002,0.01,0.004,0.006,0.006,0.0,-0.03,-0.03,-0.03,-0.04,0.0,0.512,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.006,0.008,0.002,0.005,0.002,0.008,0.004,0.006,0.006,0.0,-0.04,-0.04,-0.03,-0.04,3.7,0.589,0.03,0.03,0.03,0.0,0.0,0.03,0.06,0.12,0.004,0.012,0.002,0.004,0.002,0.01,0.004,0.004,0.008,0.01,-0.04,-0.04,-0.03,-0.04,1.9,0.547,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.016,0.018000000000000002,0.002,0.005,0.002,0.01,0.004,0.006,0.004,0.01,-0.03,-0.03,-0.03,-0.03,0.0,0.5710000000000001,0.02,0.02,0.02,0.0,0.03,0.06,0.12,0.22,0.004,0.025,0.002,0.005,0.002,0.01,0.004,0.008,0.008,0.0,-0.02,-0.03,-0.03,-0.03,0.0,0.546,0.02,0.02,0.02,4.0,0.04,0.04,0.0,0.002,0,0.002,2.5,0.04,0.02,0.002,0.004,0.005,0.005,0.0007,0.0002,0.0015,0.0004,0.0016,0.0013,0.0004,0.0012,0.0013,0.0005,0.0012,0.0007,0.0002,0.0015,0.0004,0.0016,0.0013,0.0004,0.0012,0.0013,0.0005,0.0012,834.0,834.0,2.5,0.04,0.01,0.004,0.005,0.003,0.005,0.004,0.004,0.01,0.01,0.01,0.0,0.01,0.02,0.02,0.02,0.02,0.0,0.01,0.02,15.93,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,159.07,0.05,0.03,0.03,0.01,0.01,0.04,0.04,0.05,0.02,0.04,0.03,0.05,0.01,0.01,0.05,0.02,0.02,0.03,0,0.008,0.004,0.04,2.0,2.0,3.825,4.605,4.022,3.4530000000000003,3.355,3.083
0.0,0.0,0.0,0.03,0.05,0.006,0.018000000000000002,0.002,0.004,0.002,0.008,0.003,0.008,0.008,-0.03,-0.02,-0.03,-0.03,-0.02,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.004,0.01,0.002,0.005,0.002,0.008,0.003,0.006,0.006,-0.02,-0.02,-0.01,-0.02,-0.02,0.2,0.6,-0.01,-0.01,-0.01,0.0,0.0,0.02,0.03,0.08,0.01,0.013999999999999999,0.002,0.004,0.002,0.006,0.005,0.006,0.008,-0.02,-0.01,-0.01,-0.02,-0.02,0.2,0.6,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.002,0.004,0.002,0.006,0.002,0.005,0.006,-0.01,-0.02,-0.02,-0.03,-0.01,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.03,0.07,0.12,0.012,0.03,0.002,0.005,0.002,0.01,0.002,0.004,0.005,0.03,-0.01,-0.03,-0.02,-0.01,0.2,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.002,0.01,0.002,0.005,0.002,0.01,0.004,0.006,0.006,-0.02,-0.02,-0.02,-0.02,-0.01,0.2,0.6,0.01,0.01,0.01,4.0,0.04,0.04,0.0,0.002,0,0.0,2.5,0.04,0.02,0.003,0.004,0.005,0.005,0.001,0.0012,0.0006,0.001,0.0005,0.0006,0.0005,0.0004,0.0008,0.0009,0.0006,0.001,0.0012,0.0006,0.001,0.0005,0.0006,0.0005,0.0004,0.0008,0.0009,0.0006,834.0,834.0,2.5,0.04,0.015,0.005,0.003,0.004,0.003,0.005,0.004,0.02,0.01,0.01,0.02,0.02,0.0,0.01,0.02,0.01,0.02,0.02,0.0,15.98,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.04,0.01,0.01,0.02,0.03,0.01,0.05,0.01,0.04,0.04,0.02,0.03,0.01,0.005,0.05,0.04,0.04,0,-0.006999999999999999,-0.006999999999999999,0.04,2.0,2.0,3.908,3.2760000000000002,3.591,3.615,3.014,3.0869999999999997
0.0,0.0,0.03,0.07,0.12,0.006,0.01,0.002,0.005,0.002,0.008,0.003,0.004,0.002,-0.01,-0.02,-0.03,-0.01,-0.02,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.002,0.01,0.002,0.003,0.002,0.01,0.002,0.006,0.004,-0.01,-0.01,-0.01,-0.02,-0.03,0.2,0.6,0.01,0.01,0.01,0.0,0.0,0.03,0.07,0.13,0.008,0.022000000000000002,0.002,0.004,0.002,0.008,0.003,0.002,0.002,-0.02,-0.01,-0.02,-0.02,-0.02,0.2,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.03,0.002,0.008,0.002,0.003,0.002,0.01,0.002,0.002,0.006,0.02,-0.02,-0.02,-0.01,-0.03,0.2,0.5,0.03,0.03,0.03,0.0,0.0,0.03,0.06,0.12,0.008,0.012,0.002,0.004,0.002,0.01,0.002,0.004,0.004,0.01,-0.02,-0.01,-0.01,-0.02,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.03,0.06,0.12,0.01,0.025,0.002,0.005,0.002,0.006,0.003,0.006,0.004,-0.02,-0.03,-0.02,-0.01,-0.02,0.2,0.6,0.01,0.01,0.01,3.5,0.04,0.04,0.0,0.002,0,0.002,3.0,0.04,0.02,0.003,0.005,0.004,0.005,0.0013,0.0009,0.0012,0.0013,0.0009,0.0013,0.0013,0.001,0.0012,0.0011,0.0007,0.0013,0.0009,0.0012,0.0013,0.0009,0.0013,0.0013,0.001,0.0012,0.0011,0.0007,834.0,835.0,2.5,0.04,0.01,0.003,0.004,0.003,0.003,0.005,0.004,0.02,0.0,0.01,0.01,0.01,0.0,0.02,0.01,0.02,0.02,0.01,0.01,15.97,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,159.07,0.05,0.04,0.03,0.02,0.04,0.05,0.03,0.05,0.01,0.05,0.04,0.02,0.01,0.03,0.05,0.02,0.04,0.01,0,0.006999999999999999,0.005,0.04,2.0,1.0,3.443,3.688,4.253,3.5580000000000003,3.5860000000000003,2.926
0.0,0.0,0.0,0.03,0.05,0.006,0.004,0.002,0.004,0.002,0.006,0.004,0.008,0.008,0.03,-0.02,-0.02,-0.01,-0.02,0.1,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.004,0.002,0.004,0.002,0.008,0.004,0.006,0.006,-0.02,-0.03,-0.01,-0.02,-0.02,0.2,0.521,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.04,0.004,0.01,0.002,0.005,0.002,0.008,0.005,0.006,0.008,-0.01,-0.02,-0.02,-0.03,-0.02,0.4,0.49200000000000005,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.002,0.005,0.002,0.008,0.003,0.004,0.006,0.02,-0.02,-0.02,-0.02,-0.02,0.1,0.531,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.04,0.002,0.005,0.002,0.005,0.002,0.006,0.004,0.008,0.004,0.03,-0.02,-0.01,-0.01,-0.02,0.1,0.498,0.02,0.02,0.02,0.0,0.0,0.03,0.05,0.1,0.006,0.005,0.002,0.005,0.002,0.008,0.004,0.006,0.006,-0.01,-0.02,-0.02,-0.02,-0.02,1.1,0.534,0.01,0.01,0.01,3.5,0.04,0.04,0.0,0.0,0,0.0,2.5,0.04,0.02,0.003,0.004,0.005,0.005,0.0009,0.0007,0.0017,0.0009,0.0016,0.0016,0.0006,0.0014,0.0014,0.0006,0.0011,0.0009,0.0007,0.0017,0.0009,0.0016,0.0016,0.0006,0.0014,0.0014,0.0006,0.0011,834.0,834.0,3.0,0.042,0.022000000000000002,0.008,0.004,0.006,0.006,0.006,0.004,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.0,0.01,0.02,0.0,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,159.07,0.05,0.01,0.01,0.02,0.01,0.04,0.05,0.02,0.02,0.04,0.03,0.02,0.03,0.05,0.04,0.01,0.03,0.01,0,0.003,0.005,0.04,1.0,2.0,4.337,3.6860000000000004,4.458,4.907,3.945,3.411
0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.002,0.004,0.002,0.01,0.004,0.008,0.008,-0.03,-0.02,-0.02,-0.01,-0.01,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.1,0.013999999999999999,0.013999999999999999,0.002,0.005,0.002,0.01,0.004,0.006,0.006,-0.02,-0.02,-0.03,-0.02,-0.01,0.2,0.5,0.02,0.02,0.02,0.0,0.0,0.03,0.07,0.14,0.006,0.015,0.002,0.004,0.002,0.01,0.004,0.004,0.004,-0.02,-0.01,-0.01,-0.02,-0.01,0.2,0.6,0.03,0.03,0.03,0.0,0.0,0.03,0.07,0.14,0.004,0.005,0.002,0.005,0.002,0.01,0.004,0.006,0.006,-0.01,-0.02,-0.01,-0.03,-0.02,0.2,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.05,0.002,0.01,0.002,0.005,0.002,0.008,0.004,0.008,0.006,0.02,-0.01,-0.01,-0.01,-0.02,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.03,0.05,0.1,0.01,0.022000000000000002,0.002,0.004,0.002,0.008,0.004,0.006,0.006,-0.02,-0.02,-0.01,-0.02,-0.01,0.2,0.5,0.01,0.01,0.01,3.5,0.04,0.04,0.0,0.002,0,0.0,2.5,0.04,0.02,0.003,0.005,0.004,0.005,0.0017,0.0011,0.002,0.0007,0.0017,0.0015,0.0006,0.0015,0.0016,0.0007,0.0012,0.0017,0.0011,0.002,0.0007,0.0017,0.0015,0.0006,0.0015,0.0016,0.0007,0.0012,834.0,834.0,3.0,0.042,0.024,0.008,0.004,0.006,0.006,0.004,0.004,0.01,0.02,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.0,0.01,15.93,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,159.07,0.05,0.04,0.02,0.03,0.01,0.05,0.03,0.02,0.03,0.01,0.05,0.03,0.05,0.05,0.04,0.04,0.02,0.05,0,-0.006,-0.004,0.04,1.0,1.0,3.5460000000000003,4.333,3.5439999999999996,3.695,3.8339999999999996,4.156000000000001
0.0,0.0,0.02,0.05,0.1,0.008,0.006,0.002,0.004,0.002,0.008,0.003,0.008,0.008,0.01,-0.02,-0.01,-0.02,-0.02,0.3,0.514,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.002,0.01,0.002,0.005,0.002,0.008,0.002,0.006,0.006,-0.03,-0.01,-0.02,-0.01,-0.02,0.5,0.563,0.01,0.01,0.01,0.0,0.0,0.02,0.05,0.1,0.008,0.006,0.002,0.002,0.002,0.01,0.003,0.006,0.004,-0.02,-0.02,-0.02,-0.01,-0.02,0.1,0.521,0.02,0.02,0.02,0.0,0.0,0.03,0.07,0.12,0.006,0.005,0.002,0.005,0.002,0.01,0.003,0.008,0.006,0.01,-0.03,-0.02,-0.02,-0.02,0.1,0.49200000000000005,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.04,0.002,0.004,0.002,0.004,0.002,0.006,0.003,0.004,0.008,0.03,-0.02,-0.01,-0.02,-0.02,0.3,0.574,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.004,0.006,0.002,0.004,0.002,0.006,0.004,0.006,0.006,-0.02,-0.01,-0.02,-0.02,-0.01,0.1,0.541,0.01,0.01,0.01,4.0,0.04,0.04,0.0,0.002,0,0.002,2.5,0.04,0.03,0.003,0.004,0.005,0.006,0.0015,0.0013,0.0009,0.0009,0.0009,0.0009,0.0012,0.0008,0.001,0.0009,0.0004,0.0015,0.0013,0.0009,0.0009,0.0009,0.0009,0.0012,0.0008,0.001,0.0009,0.0004,834.0,834.0,2.5,0.04,0.02,0.004,0.004,0.004,0.005,0.004,0.003,0.01,0.0,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.01,15.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.05,0.01,0.03,0.03,0.02,0.04,0.01,0.02,0.02,0.03,0.03,0.04,0.01,0.01,0.02,0.03,0.02,0.02,0,0.005,0.006999999999999999,0.04,2.0,2.0,3.2560000000000002,3.9789999999999996,3.657,3.5389999999999997,3.572,3.306
0.0,0.0,0.0,0.0,0.0,0.006,0.016,0.002,0.005,0.002,0.006,0.004,0.008,0.006,0.02,-0.02,-0.02,-0.02,-0.02,0.1,0.542,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.1,0.006,0.002,0.002,0.005,0.002,0.01,0.004,0.006,0.008,-0.01,-0.02,-0.01,-0.02,-0.02,0.5,0.563,0.02,0.02,0.02,0.0,0.0,0.02,0.05,0.1,0.006,0.012,0.002,0.004,0.002,0.008,0.004,0.008,0.006,-0.03,-0.02,-0.02,-0.03,-0.02,0.1,0.581,0.04,0.04,0.04,0.0,0.0,0.02,0.05,0.1,0.004,0.008,0.002,0.004,0.002,0.008,0.004,0.006,0.004,-0.01,-0.01,-0.02,-0.01,-0.02,0.7,0.569,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.012,0.005,0.002,0.005,0.002,0.008,0.004,0.008,0.004,0.02,-0.02,-0.02,-0.03,-0.02,0.2,0.531,0.01,0.01,0.01,0.0,0.0,0.02,0.04,0.07,0.004,0.011000000000000001,0.002,0.004,0.002,0.008,0.003,0.006,0.006,0.01,-0.01,-0.02,-0.01,-0.02,0.1,0.5539999999999999,0.0,0.0,0.0,3.5,0.04,0.04,0.0,0.0,0,0.0,2.5,0.04,0.03,0.002,0.004,0.005,0.005,0.0011,0.0012,0.0014,0.0022,0.0015,0.0013,0.0015,0.0016,0.0013,0.0012,0.0008,0.0011,0.0012,0.0014,0.0022,0.0015,0.0013,0.0015,0.0016,0.0013,0.0012,0.0008,834.0,834.0,2.5,0.04,0.01,0.004,0.003,0.005,0.003,0.004,0.004,0.01,0.01,0.01,0.01,0.0,0.02,0.01,0.01,0.02,0.0,0.01,0.02,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.05,0.02,0.04,0.01,0.02,0.02,0.04,0.03,0.02,0.05,0.04,0.01,0.02,0.04,0.03,0.05,0.04,0,0.006,0.004,0.04,1.0,2.0,3.7319999999999998,4.266,3.26,3.966,4.031000000000001,3.5989999999999998
0.0,0.0,0.03,0.05,0.1,0.004,0.008,0.002,0.005,0.002,0.01,0.002,0.008,0.008,-0.03,-0.02,-0.03,-0.03,-0.02,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.14,0.002,0.006,0.002,0.004,0.002,0.01,0.004,0.004,0.006,-0.02,-0.01,-0.02,-0.02,-0.02,0.2,0.6,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.02,0.03,0.006,0.003,0.002,0.003,0.002,0.01,0.003,0.006,0.004,-0.02,-0.02,-0.01,-0.02,-0.01,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.03,0.06,0.12,0.008,0.003,0.002,0.003,0.002,0.008,0.002,0.008,0.008,0.02,-0.01,-0.01,-0.02,-0.03,0.2,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.002,0.004,0.002,0.008,0.005,0.006,0.006,-0.01,-0.02,-0.02,-0.01,-0.02,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.006,0.01,0.002,0.005,0.002,0.006,0.005,0.008,0.002,0.02,-0.03,-0.02,-0.01,-0.02,0.2,0.6,0.01,0.01,0.01,3.5,0.04,0.04,0.0,0.002,0,0.002,2.5,0.04,0.02,0.003,0.005,0.005,0.005,0.0012,0.0007,0.002,0.0006,0.0013,0.0016,0.0005,0.0013,0.0012,0.0009,0.0008,0.0012,0.0007,0.002,0.0006,0.0013,0.0016,0.0005,0.0013,0.0012,0.0009,0.0008,834.0,834.0,2.5,0.04,0.02,0.004,0.004,0.004,0.005,0.004,0.003,0.02,0.0,0.01,0.02,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.01,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.01,0.05,0.03,0.05,0.04,0.03,0.05,0.04,0.02,0.04,0.05,0.04,0.02,0.01,0.02,0.03,0.01,0,0.006999999999999999,0.006,0.04,1.0,2.0,3.6039999999999996,4.082,4.22,4.137,3.932,3.995
0.0,0.0,0.0,0.02,0.03,0.004,0.005,0.002,0.005,0.002,0.01,0.004,0.008,0.008,-0.02,-0.02,-0.02,-0.03,-0.02,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.002,0.005,0.002,0.005,0.002,0.01,0.005,0.006,0.006,-0.02,-0.01,-0.02,-0.02,-0.03,0.2,0.6,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.003,0.002,0.003,0.002,0.008,0.003,0.008,0.006,-0.03,-0.01,-0.02,-0.01,-0.01,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.004,0.006,0.002,0.004,0.002,0.01,0.003,0.006,0.004,0.01,-0.02,-0.03,-0.02,-0.01,0.2,0.6,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.09,0.01,0.005,0.002,0.005,0.002,0.008,0.005,0.004,0.004,-0.02,-0.02,-0.02,-0.02,-0.02,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.002,0.006,0.002,0.005,0.002,0.008,0.003,0.004,0.006,0.02,-0.01,-0.02,-0.03,-0.03,0.2,0.6,0.01,0.01,0.01,4.0,0.04,0.04,0.0,0.002,0,0.002,2.5,0.04,0.02,0.003,0.005,0.005,0.005,0.0011,0.0009,0.0017,0.0006,0.0011,0.0015,0.0007,0.0011,0.0013,0.0005,0.0012,0.0011,0.0009,0.0017,0.0006,0.0011,0.0015,0.0007,0.0011,0.0013,0.0005,0.0012,834.0,834.0,2.5,0.04,0.025,0.004,0.005,0.004,0.003,0.003,0.004,0.01,0.02,0.01,0.01,0.01,0.0,0.02,0.01,0.01,0.02,0.01,0.0,15.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.05,0.01,0.03,0.02,0.04,0.01,0.01,0.05,0.01,0.02,0.04,0.01,0.05,0.04,0.01,0.03,0.02,0.01,0,0.008,0.005,0.04,2.0,2.0,3.9139999999999997,2.983,3.75,4.317,4.208,3.736
